10000|10000|Public
5|$|A. For <b>this</b> <b>season</b> {{instead of}} coaches, {{prominent}} trainers and UFC fighters acted as advisors.|$|E
5|$|AC. : <b>This</b> <b>season</b> saw the {{introduction}} of three points for a win instead of two.|$|E
5|$|Carlos Baeza and Jeffrey Lynch {{received}} their first directing credits <b>this</b> <b>season.</b> Alan Smart, an assistant director and layout artist, would receive his only directing credit. One-time writers from <b>this</b> <b>season</b> include Robert Cohen, Howard Gewirtz, Ken Levine and David Isaacs. Bill Oakley and Josh Weinstein, {{who would later}} become executive producers, {{became a part of}} the writing staff to replace Jay Kogen and Wallace Wolodarsky both of whom had decided to leave the next season. The current arrangement of the theme song was introduced during <b>this</b> <b>season.</b>|$|E
50|$|<b>This</b> <b>seasons</b> {{winner was}} Teriya Magar.|$|R
50|$|<b>This</b> <b>seasons</b> viewer {{count was}} 7.1 million viewers.|$|R
5000|$|... #Caption: Director Richard Attenborough {{was interviewed}} in <b>this</b> <b>seasons</b> seventh episode.|$|R
5|$|For {{the first}} time <b>this</b> <b>season,</b> each act {{performed}} two songs – one uplifting and one emotional.|$|E
5|$|G. For <b>this</b> <b>season</b> Cung Le {{served as}} a mentor and chief coach.|$|E
5|$|Q. : Bill Hullett scored 10 {{goals in}} 11 matches <b>this</b> <b>season</b> after signing from Everton.|$|E
50|$|<b>This</b> <b>seasons</b> predates the {{creation}} of the NIT (1938) and the NCAA tournament (1939).|$|R
50|$|Martin is {{also the}} drummer on <b>this</b> <b>seasons</b> Champions League soundtrack, and FIFA World Cup theme tune.|$|R
50|$|There was no {{progress}} in <b>this</b> <b>seasons</b> league cup, as Stoke lost 2-0 {{at home to}} Burnley.|$|R
5|$|The National Hurricane Center uses ACE to rank {{hurricane}} {{seasons as}} above-normal, near-normal, and below-normal. <b>This</b> <b>season</b> has {{a total of}} 17 tropical storms, 9 hurricanes, and 7 major hurricanes. The total ACE of <b>this</b> <b>season</b> is 160*104kt2 in the east Pacific proper. This qualifies <b>this</b> <b>season</b> as above-normal.|$|E
5|$|The {{following}} {{summarizes the}} Big Ten's record <b>this</b> <b>season</b> vs. other conferences.|$|E
5|$|<b>This</b> <b>season</b> {{included}} the Holy Roller game.|$|E
50|$|The {{winner of}} the {{division}} qualified into the Superfinal quarter-finals. The remaining Division C nations exited <b>this</b> <b>seasons</b> EBSL.|$|R
5000|$|No relegations for <b>this</b> <b>seasons</b> as the Liga Premier will be {{expanded}} to 13 teams for the 2007-08 season.|$|R
5000|$|The Block: Triple Threat {{will see}} the return of three former block couples in {{challenges}} for one spot as <b>this</b> <b>seasons</b> contestants ...|$|R
5|$|<b>This</b> <b>season</b> {{introduces}} the companion Sarah Jane Smith.|$|E
5|$|<b>This</b> <b>season</b> {{was moved}} to a Monday schedule.|$|E
5|$|To {{commemorate the}} twentieth season, {{the stories in}} <b>this</b> <b>season</b> involve the return of {{previous}} villains. Mawdryn Undead, Terminus and Enlightenment involve the Black Guardian's plot to kill the Doctor; they were released individually on VHS and as a set on DVD as parts of The Black Guardian Trilogy. <b>This</b> <b>season</b> was broadcast twice weekly on Tuesday and Wednesday evenings on BBC1.|$|E
5000|$|The opening titles {{changed on}} Monday August 29, 2005, <b>this</b> <b>seasons</b> first episode: Yvette was added again, also Angèle Backx was added ...|$|R
50|$|The top {{two teams}} from Group A {{qualified}} to the Superfinal. The remaining nations in {{third and fourth}} place exited <b>this</b> <b>seasons</b> EBSL.|$|R
50|$|The top two Division B teams {{qualified}} to the Superfinal, entering at the quarter-final stage. The remaining Division B nations exited <b>this</b> <b>seasons</b> EBSL.|$|R
5|$|V. : Dave Thomas scored {{one goal}} in 10 {{consecutive}} matches <b>this</b> <b>season.</b>|$|E
5|$|AB.: The {{criteria}} for separating clubs finishing {{on the same}} number of points was changed ahead of <b>this</b> <b>season</b> from goal average (goals scored divided by goals conceded) to goal difference (the difference between goals scored and goals conceded).|$|E
5|$|Activity in {{the central}} Pacific was also above average. Two {{tropical}} storms formed, as did several tropical depressions. A number of storms moved in from the east. With a total of nine tropical cyclones entering or forming there, this was the fourth highest number since satellite observations began. The first storm formed on June 1. The last storm dissipated December 21, which gives <b>this</b> <b>season</b> the latest known end. However, if December 6, the date the last storm crossed the dateline is taken to be the end, <b>this</b> <b>season</b> has the second latest end, behind the 1983 season and tied with the 1957 season.|$|E
50|$|The Sharks have {{announced}} that he has signed for them for two years, and will join them as soon as <b>this</b> <b>seasons</b> French Top 14 ends.|$|R
50|$|<b>This</b> first <b>season</b> {{will feature}} twelve contestants {{and they will}} be divided into two teams of six players. The teams were each led by a {{personal}} trainer, Ezuan Aziz with the blue team and Juliana Mikael with the Red team. <b>This</b> first <b>season</b> was hosted by Stacy Sandra. Ahmad Ali Azizul is the winner for <b>this</b> first <b>season.</b>|$|R
5000|$|Names {{shown are}} the ones the clubs carried over most of <b>this</b> <b>seasons,</b> which are not {{necessarily}} the ones they carried in the last two seasons or their current ones.|$|R
5|$|All serials in <b>this</b> <b>season</b> {{continue}} directly {{one after}} the other, tracing one single problematic voyage of the TARDIS crew. Despite the continuity, each serial is considered its own standalone story. <b>This</b> <b>season</b> also introduced the character of Harry Sullivan as a companion; this character was intended to undertake action scenes, during the period prior to Tom Baker being cast, when it was unclear how old the actor playing the new Doctor would be.|$|E
5|$|As of the 2010 NFL season, <b>this</b> <b>season</b> {{marks the}} last tie game the Bears played. It {{was a game}} at Soldier Field on September 24, 1972 against the Los Angeles Rams. The game ended at 13–13.|$|E
5|$|By {{the end of}} <b>this</b> <b>season,</b> Blue Heelers {{had also}} equalled the record for most episodes {{produced}} of a television drama in Australia, equalling Homicide's record, set in 1977.|$|E
25|$|Johnny Whitworth as Jake Berkeley; {{originally}} an MDPD Narcotics Detective, Jake {{transfers to}} Homicide following {{a stint in}} undercover. He and Calleigh were in a relationship in the academy, and later rekindle <b>this.</b> (<b>seasons</b> 5–8).|$|R
50|$|The {{top three}} Division B teams {{qualified}} to the Superfinal. The final {{positions of the}} nations occupying first through third respectively determined seedings in the quarter-finals. The remaining Division B nations exited <b>this</b> <b>seasons</b> EBSL.|$|R
50|$|Stoke {{had three}} ties against Birmingham {{opposition}} in <b>this</b> <b>seasons</b> FA Cup firstly beating plucky non-league Tamworth on penalties in a replay {{and then a}} 2-1 win against Walsall before losing 1-0 to Birmingham City.|$|R
