2304|6155|Public
5|$|Francis Punch was {{a younger}} brother of sculler, publican and {{promoter}} James 'Jem' Punch. Following the death of James, Francis bought Punch's Hotel. Punch sponsored a sculling prize and though this event did not attract any international entrants, Rush, Trickett and Laycock competed over the Championship course in early October 1882. Rush won not only <b>the</b> <b>Punch</b> Trophy but regained the Australian Championship.|$|E
5|$|How to Grow a Woman {{from the}} Ground is a 2006 album by Chris Thile and <b>the</b> <b>Punch</b> Brothers. It was {{released}} on Sugar Hill on September 12, 2006. The album is named after a song on the album; a cover of the original by folk singer Tom Brosseau.|$|E
5|$|In 1948, Le Mesurier {{worked on}} his first film, Death in the Hand, a mystery in which he played the {{character}} Jack Mottram. He went on to appear in over 100films, including Private's Progress (1955), I'm All Right Jack (1959), <b>The</b> <b>Punch</b> and Judy Man (1962), Carlton-Browne of the F.O. (1959), The Pink Panther (1963), Those Magnificent Men in their Flying Machines (1965), and The Italian Job (1969). He always appeared in supporting roles.|$|E
50|$|Tablet diameters {{and shapes}} are {{determined}} by <b>the</b> die and <b>punches</b> used in compression. The less concave <b>the</b> <b>punches,</b> <b>the</b> flatter the tablets; conversely, the more concave <b>the</b> <b>punches,</b> <b>the</b> more convex <b>the</b> resulting tablets. <b>Punches</b> with raised impressions produce recessed impressions on <b>the</b> tablets; <b>punches</b> with recessed etchings produce tablets with raised impressions or monograms. Logos may be placed on one or {{on both sides of}} a tablet, depending on <b>the</b> <b>punches.</b>|$|R
40|$|This {{paper will}} {{investigate}} the factor or parameter that will effect the wear {{that occur in}} <b>the</b> <b>punching</b> tool. <b>The</b> <b>punching</b> tool will be redesign by change the shear angle, do the simulation with diferrent force applied to <b>the</b> <b>punching</b> tool by using finite element method and also change the thickness of <b>the</b> <b>punching</b> tool. <b>The</b> {{purpose of this paper}} is to investigate the wear that will occur in <b>the</b> <b>punching</b> tool in order to increase the tool life and in the same time will increase the quantity and quality production in the factory. Using finite element method, the parameter of the cause and parameter of the wear in tool will investigate...|$|R
40|$|Abstract. The {{sheet metal}} bearing cages quality {{obtained}} through punching {{is influenced by}} a variety of factors related to <b>the</b> <b>punching</b> mechanism construction, to its adjustment onto the press and also to the technological parameters of <b>the</b> <b>punching</b> process itself. This paper refers to an experimental research study applied to a real industrial environment, which analyzes the sheet metal bearing cages obtained through <b>punching.</b> <b>The</b> paper informs about the main results which were obtained during researches regarding the influence of clearances between the active parts of <b>the</b> <b>punching</b> mechanism upon <b>the</b> dimensions of <b>the</b> <b>punched</b> bearing cages windows burrs. The study presents also some information about results interpretation and several related conclusions...|$|R
5|$|<b>The</b> <b>Punch</b> {{serialisation}} {{ended in}} May 1889 with the diary entry for 21 March, which records the Pooters {{and their friends}} celebrating the minor triumph of Lupin's appointment as a clerk at Perkupps. That was the intended end of the diary; however, when the writers were preparing the manuscript for publication as a book, they added a further four months' entries to the text, and included 26 illustrations by Weedon Grossmith.|$|E
5|$|With 10seconds {{left to go}} {{in round}} two, Tszyu landed a right hand clean on Judah's chin and he backed away from Tszyu with his hands down. Tszyu went after Judah, {{throwing}} another right hand that landed on his chin and sent Judah crashing to the canvas. Judah jumped up instinctively and tried to signal that he was fine to referee Jay Nady, but was still dazed by <b>the</b> <b>punch</b> and fell down a second time. When Judah collapsed, Nady waved the fight over, resulting in a technical knockout victory for Tsyzu and Judah's first professional loss.|$|E
5|$|As {{the reigning}} most {{valuable}} player, Richard sought a pay raise {{prior to the}} 1947–48 season. General manager Frank Selke refused, even after Richard and team captain Émile Bouchard both sat out the Canadiens' preseason before capitulating and returning to the team when the season began. <b>The</b> <b>Punch</b> line was broken up after Blake suffered a career-ending leg injury. Richard's season also ended early as he missed the final {{games of the season}} due to a knee injury. He finished second in team scoring with 53 points in 53 games, but Montreal missed the playoffs. After recording only 38 points in 1948–49, Richard posted a 65-point campaign the next season and his 43 goals led the NHL for the third time. In 1950–51, Richard scored 42 goals, including his 271st career goal, making him Montreal's all-time goal leader.|$|E
40|$|A three-degree-of-freedom {{mathematical}} vibration {{model of}} a high-speed punching press was developed in order to explore the vibration modes of <b>the</b> <b>punching</b> press. A multidomain model of <b>the</b> <b>punching</b> press was established to predict the kinematic state during different conditions, {{as well as the}} effects of load fluctuation on the motor speed. Experimental measurements of the acceleration of <b>the</b> <b>punching</b> press were carried out. The results comparison reveals that the multidomain model is consistent with the vibration model and the experimental measurements. Modal analysis and structure modification of <b>the</b> <b>punching</b> press were conducted. The foundation at the base of <b>the</b> <b>punching</b> press was improved against excess of vibration. The effects of the dimensions of the foundation on the vibration were discussed with the aid of the multidomain model. Finally, proper foundation design, able to reduce the vibration, was obtained...|$|R
50|$|Dodona adonira, <b>the</b> striped <b>Punch,</b> is a {{small but}} {{striking}} butterfly found in India that belongs to <b>the</b> <b>Punches</b> and Judies, that is, the family Riodinidae.|$|R
5000|$|Elämän reikänauha (<b>The</b> <b>Punched</b> Tape of Life, 1967, 8:03, B/W) ...|$|R
5|$|During a {{game against}} the Canucks on March 8, 2004, Canucks player Todd Bertuzzi punched Colorado's Steve Moore from behind, leaving Moore unconscious. It was said to be {{retaliation}} for a hit Moore had delivered to Canucks captain Markus Naslund the month before. Because of <b>the</b> <b>punch</b> and the consequent fall on the ice with Bertuzzi on top of him, and numerous other players from both teams piling on top, Moore sustained three fractured neck vertebrae, among other injuries, that ended his career. Bertuzzi was away from professional hockey for 17 months as a result of suspensions. In Denver, ever since the Moore hit, it has become tradition for the home fans to boo Todd Bertuzzi every time he gains possession of the puck, whenever his team faces the Avalanche at Pepsi Center.|$|E
5|$|In 2005, Liz drinks {{poisoned}} punch which Julian's ex-wife Rebecca Hotchkiss {{had intended}} for Eve. Liz accuses Eve of deliberately giving her <b>the</b> <b>punch,</b> and Eve is arrested for attempted murder. T. C. proposes to Liz, but she becomes increasingly paranoid over his romantic feelings for Eve. Liz attempts to force Julian {{to have sex}} with her {{in the middle of an}} earthquake and tsunami, and stabs him in the back when he does not comply. At this point, Liz lies to Julian by saying that he had raped her in the past. T. C. later breaks off his engagement with Liz after reconciling with his ex-wife's past and rebukes all of her efforts to seduce her way back into his life. On the eve of Eve's trial, Liz offers her adoptive sister a deal: she will rescind her accusation and not testify if Eve promises to leave Harmony forever. Eve considers the deal before ultimately refusing it. Near the end of Eve's trial, Julian agrees to give Rebecca anything she wants in exchange for her testimony that she saw Liz with the vial of poison. Tabitha Lenox's daughter Endora Lenox magically casts the jury into a fake flashback, matching Rebecca's testimony, and the judge declares a mistrial.|$|E
5|$|Washington {{received}} no {{support from the}} Lakers front office, aside from a single call {{the day after the}} fight from Cooke, and was sent torrents of hate mail filled with racial epithets. He was advised by police not to order room service when he played again, as it was feared he would be poisoned. Larry Fleisher, head of the Players' Association, wanted Washington to appeal his suspension, an idea which he originally considered, but ultimately rejected. Although many players around the league sympathized with Washington and said that he had a good reputation off the court, he and his wife became ostracized. They had a two-year-old daughter, and Washington's wife was eight months pregnant with the couple's first son at the time of <b>the</b> <b>punch.</b> His wife recalls her and the children being treated like pariahs after the incident. Her obstetrician refused her service because she was Washington's wife, and her friends asked her what kind of person Washington was that he could commit such an act. The only person who contacted them was Newell. Later in the year Washington went to his home with a big screen television which he insisted Newell accept.|$|E
50|$|Dodona egeon, <b>the</b> orange <b>Punch,</b> is a {{small but}} {{striking}} butterfly found in India that belongs to the family Riodinidae family (which {{is also known as}} <b>the</b> <b>Punches</b> and Judies in India).|$|R
50|$|Dodona, <b>the</b> <b>Punches,</b> are a genus of {{butterflies}} found in Asia.|$|R
5000|$|Paper-tape {{capability}} {{was offered}} with 5, 6, 7, or 8 channel tape <b>punches</b> and readers. <b>The</b> <b>punched</b> tape reader operated at 200 {{characters per second}} and <b>the</b> tape <b>punch</b> ran at 100 characters per second.|$|R
5|$|In 2005, Liz drinks {{poisoned}} punch which Rebecca {{had intended}} for Eve. Liz accuses Eve of deliberately giving her <b>the</b> <b>punch,</b> and Eve is arrested for attempted murder. During the arrest and trial, Eve and Julian grow closer together and T. C. ends {{his relationship with}} Liz to reconcile with his ex-wife. Julian makes a deal with Rebecca that he would give her anything she wants in exchange for her testimony that she saw Liz with the vial of poison; the judge declares a mistrial. The plot then focuses on Eve's love triangle with T. C. and Julian as she is torn between taking care of T. C. after his stroke and accepting Julian's proposal of marriage. Eve discovers Julian's affair with Valerie Davis, an employee of Crane Industries, leading to her decision to nurse T. C. back to health and renew their relationship to reunite their family. Julian later explains to Eve that he was paying Valerie to search for their son; Eve forgives Valerie, and she and Julian continue their search. In 2007, Eve and Julian discover that Vincent Clarkson (a blackmailer who raped and murdered several people) is their son, and try to support him despite his criminal past. However, Eve cannot accept her son's criminality and incestuous, adulterous affair with Chad Harris-Crane (Vincent's uncle, adoptive cousin and brother-in-law) and begins abusing drugs and alcohol. Her career and reputation suffer, {{and she has a}} breakdown after Vincent's apparent death on August 30, 2007. In the show's final NBC episode on September 7, 2007, Vincent is revealed as intersex; he separates his identity into Vincent and Valerie, an indication of dissociative identity disorder.|$|E
5|$|West and Cooke settled their differences—and {{the former}} Laker's lawsuit—and Cooke {{hired him to}} replace Sharman as the team's coach. West became upset, however, when Cooke refused {{to spend the money}} {{necessary}} to acquire forward Julius Erving, who the Nets were selling. Behind another MVP season from Abdul-Jabbar, Los Angeles won the Pacific Division, finishing the 1976–77 season a league-best 53–29. They defeated the Warriors in a seven-game series to open the postseason before being swept by Portland in the Western Conference Finals. During the offseason, Los Angeles picked up Jamaal Wilkes from Golden State and signed first-round draft pick Norm Nixon. In the first two minutes of {{the first game of the}} 1977–78 season, Abdul-Jabbar punched Bucks center Kent Benson for an overly aggressive elbow and broke his hand. Two months later, a healthy Abdul-Jabbar got into an altercation with Houston Rockets center Kevin Kunnert after a rebound. The team's starting power forward, Kermit Washington, who was averaging 11.5 points and 11.2 rebounds, entered the fight, and when Rudy Tomjanovich ran in from the bench to break up the action, Washington punched him in the face. Tomjanovich nearly died from <b>the</b> <b>punch,</b> suffering a fractured skull and other facial injuries which prematurely ended his playing career. Washington, who stated that he assumed Tomjanovich was a combatant, was suspended for two months by the NBA, and released by the Lakers. The team won 45 games despite being down a starter in Washington and not having Abdul-Jabbar for nearly two months, but lost in the first round of the playoffs to Seattle. During the 1978–79 season, the team posted a 47–35 record but lost to the SuperSonics in the semifinal round of the playoffs.|$|E
