3912|8887|Public
5|$|The Muppets' <b>Wizard</b> <b>of</b> <b>Oz</b> {{official}} soundtrack {{was released}} on May 17, 2005. The album was an enhanced soundtrack titled Best of Muppets featuring The Muppets' <b>Wizard</b> <b>of</b> <b>Oz</b> as {{it was not a}} film-specific soundtrack, but an album featuring the Muppets' best songs from The Muppet Show as well as songs from the film.|$|E
5|$|Jeffrey Tambor as The Wizard of Oz: The legendary <b>Wizard</b> <b>of</b> <b>Oz.</b> This is Tambor's second {{appearance}} in a Muppet film, the first being Muppets from Space.|$|E
5|$|The film co-produced by The Muppets Studio, Touchstone Television, and Fox Television Studios, in {{association}} with The Jim Henson Company. Right after Disney bought the rights to The Muppets in 2004, pre-production on The Muppets' <b>Wizard</b> <b>of</b> <b>Oz</b> took place throughout February 2004, and filming occurred during September 2004. ABC made several changes to the film after the initial script was written, ultimately deciding to adapt plot elements from Baum's original novel rather than the 1939 Metro-Goldwyn-Mayer film, The <b>Wizard</b> <b>of</b> <b>Oz.</b> As with the preceding Muppet films, The Muppets' <b>Wizard</b> <b>of</b> <b>Oz</b> became a musical, and included five new songs written and composed by Michael Giacchino. The production marked the feature film debut of Eric Jacobson as the performer of Sam Eagle, a character originally performed by Frank Oz.|$|E
5000|$|... (2015) A Monstrous Psychedelic Bubble Exploding in Your Mind: The <b>Wizards</b> <b>of</b> <b>Oz</b> ...|$|R
50|$|The four geysers from The <b>Wizard</b> <b>of</b> <b>Oz's</b> Palace fires up the series' title.|$|R
50|$|In 1993, Price and Urlich {{were part}} of Export Music Australia (EMA) and Austrade's second <b>Wizards</b> <b>of</b> <b>Oz</b> promotion. They toured Japan {{together}} with the group Yothu Yindi.|$|R
5|$|John Jenkins {{has gone}} on to publish many classic pieces of English {{literature}} in the Deseret alphabet, such as Alice in Wonderland, Pride and Prejudice, and The Wonderful <b>Wizard</b> <b>of</b> <b>Oz.</b>|$|E
5|$|Douglas Seale as The Sultan, the pompous, but kind {{ruler of}} Agrabah, who desperately {{tries to find}} a suitor for his {{daughter}} Jasmine. Some aspects of the character were inspired by the <b>Wizard</b> <b>of</b> <b>Oz,</b> to create a bumbling authority figure. The Sultan's supervising animator was David Pruiksma.|$|E
5|$|In 1957, Presley {{was ranked}} the fourth leading box office {{commodity}} {{in the film}} industry. According to Variety, by 1969, Jailhouse Rocks gross income in the United States and Canada was {{comparable to that of}} The <b>Wizard</b> <b>of</b> <b>Oz</b> (1939).|$|E
50|$|Much like Rainbow Islands used The <b>Wizard</b> <b>of</b> <b>Oz's</b> song Somewhere Over the Rainbow, Parasol Stars used an {{official}} song in its soundtrack. This {{time it was}} Lambada by the French pop group Kaoma, which {{was used as the}} game's boss theme.|$|R
2500|$|Little <b>Wizard</b> Stories <b>of</b> <b>Oz</b> (1913, {{collection}} <b>of</b> 6 short stories) ...|$|R
50|$|In 1993 Urlich {{was part}} of Export Music Australia (EMA) and Austrade's second <b>Wizards</b> <b>of</b> <b>Oz</b> promotion, she toured Japan with fellow singer Rick Price and the group Yothu Yindi. Margaret Urlich and Dale Barlow {{recorded}} a version of I've Got You Under My Skin for Kate Ceberano's 1994 album, Kate Ceberano and Friends.|$|R
5|$|Williams co-starred with James Franco in Walt Disney Pictures's Oz the Great and Powerful, a 3-D prequel of The <b>Wizard</b> <b>of</b> <b>Oz,</b> {{released}} March 8, 2013, {{in which}} she played Glinda the Good Witch. She has signed to do a sequel to the film.|$|E
5|$|From 1959 through 1967 (with the {{exception}} of 1963), the show was regularly pre-empted by CBS's annual two-hour fall telecast of The <b>Wizard</b> <b>of</b> <b>Oz,</b> which was always shown on a Sunday from 6:00 to 8:00 P.M. E.S.T. Because the 1939 film always drew such a huge TV audience, CBS's Nielsen ratings in the 7:00 P.M. time slot remained high.|$|E
5|$|Wicked: The Untold Story of the Witches of Oz is a Broadway musical {{with music}} and lyrics by Stephen Schwartz and book by Winnie Holzman. It {{is based on the}} 1995 Gregory Maguire novel , an {{alternative}} telling of the 1939 film The <b>Wizard</b> <b>of</b> <b>Oz</b> and L. Frank Baum's classic 1900 novel, The Wonderful <b>Wizard</b> <b>of</b> <b>Oz.</b> The musical is told {{from the perspective of the}} witches of the Land of Oz; its plot begins before and continues after Dorothy's arrival in Oz from Kansas, and it includes several references to the 1939 film and Baum's novel. Wicked tells the story of two unlikely friends, Elphaba (the Wicked Witch of the West) and Galinda (whose name later changes to Glinda the Good Witch), who struggle through opposing personalities and viewpoints, rivalry over the same love-interest, reactions to the Wizard's corrupt government and, ultimately, Elphaba's public fall from grace.|$|E
50|$|<b>Wizard</b> <b>of</b> Land <b>Oz</b> (Волшебник страны Оз), a 1997 ZX Spectrum {{adventure}} game by Famous Faces Factory.|$|R
50|$|Dorothy {{returns to}} Kansas where they reunited with Aunt Em and Uncle Henry. The {{three of them}} then see a rainbow in the {{twilight}} sky which Dorothy hasn't seen before. Dorothy knows that is must be Princess Ozma, Glinda, and the <b>Wizard</b> <b>of</b> <b>Oz's</b> way <b>of</b> saying goodbye to her. The rainbow shimmered over the prairie with all the bright and true colors of the Land <b>of</b> <b>Oz.</b>|$|R
50|$|King Pastoria {{appeared}} in Emerald City portrayed by Sorel Kembe. This version has {{the first name}} of Samuel and has a wife named Katherine. A flashback showed that King Pastoria fought against the Beast Forever {{even when it was}} {{in the form of a}} giant tidal wave that killed a lot of witches. He and Katherine were later killed by Eamonn during the <b>Wizard</b> <b>of</b> <b>Oz's</b> ascension.|$|R
5|$|Woo is {{cast as a}} villain, {{underscored by}} her {{frequent}} appearance to the theme music that accompanied the Wicked Witch of the West in the <b>Wizard</b> <b>of</b> <b>Oz.</b> Unlike a melodramatic villain such as J. R. Ewing, Ling was cast as a remarkably heartless character {{until well into the}} second season (Season 3 of the show), when she begins to befriend other characters.|$|E
